emp_no,first_name,last_name,birth_date,hire_date
226627,Hilari,Serdy,1955-08-28,1987-07-20
226628,Nishit,Matteis,1954-11-09,1987-02-23
226629,Nakhoon,Itzfeldt,1955-06-07,1985-04-24
226643,Hauke,Marshall,1952-12-26,1988-02-29
226661,Kannan,Rosenbaum,1954-11-08,1988-07-16
226670,Olivera,Gajiwala,1952-12-09,1987-11-09
226671,Mostafa,Coullard,1953-05-15,1986-05-29
226681,Persi,Coullard,1954-06-02,1987-05-26
226699,Zsolt,Bolsens,1955-12-30,1988-12-29
226708,Bikash,Zedlitz,1955-09-30,1986-11-29
226715,Paloma,Sullins,1954-04-28,1986-07-26
226733,Taizo,Pezzoli,1955-08-18,1987-03-08
226741,Shahab,Gajiwala,1952-06-07,1987-10-27
226752,Rajmohan,Luit,1952-11-28,1987-07-29
226765,Ayakannu,Luby,1955-09-11,1986-07-21
226772,Heping,Koshino,1954-05-07,1987-01-02
226774,Sumali,Remmers,1954-03-05,1988-04-20
226775,Khalid,Veccia,1953-01-03,1987-03-15
226782,Jaber,Beerel,1955-10-24,1988-06-19
226792,Siamak,Shackel,1952-02-14,1986-07-26
226796,Aksel,Baar,1952-11-22,1986-07-31
226801,Xuejia,Roohalamini,1955-03-14,1986-02-22
226808,Giordano,Marchegay,1955-10-29,1987-10-09
226813,Kristina,Pelz,1955-02-26,1985-12-11
226814,Zhenbing,Pollock,1952-02-19,1987-10-31
226829,Godehard,Gihr,1954-04-11,1987-04-13
226830,Saeed,Redmiles,1953-10-08,1986-10-19
226832,Stein,Pashtan,1953-09-29,1986-09-07
226846,Ortrud,Carrere,1953-02-10,1986-07-05
226853,Wuxu,Bail,1955-08-24,1986-02-27
226878,Abdulah,Furedi,1955-09-19,1988-10-22
226884,Adam,Fortenbacher,1953-09-16,1986-12-08
226886,Divine,Bojadziev,1955-10-04,1985-05-02
226896,Yurij,Akaboshi,1953-03-27,1986-08-16
226899,Shigehito,Syrotiuk,1954-03-09,1985-12-14
226905,Koldo,Barreiro,1952-03-05,1986-08-21
226910,Kristen,Rosay,1952-04-30,1987-02-05
226919,Adamantios,Rehfuss,1955-11-07,1986-09-19
226932,Gen,Bridgland,1953-09-30,1985-07-20
226942,Satoru,Rattan,1954-12-25,1986-07-22
226954,Shushma,Pietrzykowski,1952-03-05,1987-01-25
226979,Paddy,Baezner,1953-05-25,1988-11-05
226985,Youngkon,Bouloucos,1954-06-29,1988-03-30
226987,Arif,Delgrossi,1953-02-01,1987-09-27
226991,Maha,Schreiter,1953-06-14,1985-06-07
226993,Thanasis,Peot,1954-11-24,1988-08-19
226996,Keiichiro,Polupanov,1953-02-16,1987-06-25
226997,Rosine,Renear,1952-12-02,1986-10-12
227005,Xiaoqiu,Nitsche,1952-12-06,1988-07-29
227015,Rance,Trogemann,1952-09-17,1988-04-27
227042,Gay,Templeman,1954-02-08,1985-02-21
227043,Radhika,Benzmuller,1955-04-16,1988-05-23
227048,Arco,Cincotta,1954-06-16,1988-07-14
227059,Supot,Benzmuller,1952-09-26,1988-11-06
227069,Shigeichiro,Marshall,1955-06-01,1985-02-26
227096,Branimir,Hennebert,1953-02-21,1985-03-23
227104,Phule,Penttonen,1955-12-12,1986-09-04
227116,Steve,Teitelbaum,1955-10-05,1988-06-28
227120,Thanasis,Puoti,1954-10-30,1985-07-21
227125,Kiyokazu,Luby,1953-08-17,1988-05-08
227134,Mohamadou,Nollmann,1952-11-02,1985-05-20
227144,Anneli,Beeson,1954-05-30,1988-11-24
227157,Perla,Swab,1952-04-07,1987-11-21
227159,Diederik,Roison,1953-07-20,1985-09-15
227178,Juichirou,Gerteisen,1952-08-08,1986-11-05
227185,Lillian,Syang,1953-04-27,1985-09-08
227205,Leon,Demizu,1952-02-15,1987-04-15
227212,Premsyl,Hartvigsen,1955-03-10,1985-02-24
227235,Boutros,Zykh,1952-06-21,1988-08-27
227239,Krisda,Showalter,1953-02-06,1985-09-19
227249,Hideyuki,Erni,1955-02-18,1988-02-21
227250,Sadegh,Kusakabe,1953-02-22,1988-01-03
227271,Yechiam,Osgood,1955-11-26,1986-08-20
227276,Nobuyoshi,Zultner,1952-04-17,1985-06-14
227277,Pragnesh,Buescher,1955-09-16,1988-12-29
227283,Uriel,Massonet,1954-07-21,1985-07-19
227296,Oscal,Christ,1952-03-07,1987-04-14
227297,Elliott,Ossenbruggen,1952-09-18,1987-07-11
227299,Kellyn,Millington,1955-10-22,1988-06-18
227303,Rosalie,Mondadori,1954-05-11,1986-11-18
227318,Claude,Benantar,1955-05-20,1985-09-05
227319,Constantino,Kohling,1955-05-03,1988-10-10
227324,Arve,Cooley,1955-09-27,1985-07-27
227333,Urs,Swist,1953-04-22,1988-06-25
227358,Rafols,Muhling,1954-08-09,1987-09-13
227361,Kazuhito,Servieres,1952-10-20,1985-12-25
227388,Arif,Krychniak,1953-04-29,1985-05-12
227394,Vishu,Georgakopoulos,1953-03-07,1987-03-25
227399,Gregory,Champarnaud,1955-12-23,1986-03-07
227409,Jianhao,Ullian,1953-12-21,1987-07-22
227416,Ferdinand,Hebert,1954-09-11,1986-08-25
227423,Arunas,Baby,1952-09-03,1986-10-08
227425,Magy,Jording,1952-08-15,1987-12-05
227440,Zine,Angot,1953-08-28,1985-11-11
227445,Maris,Reinhard,1953-08-01,1988-11-11
227447,Uma,Speel,1955-06-19,1985-04-22
227448,Steve,Puppo,1954-09-09,1987-01-14
227456,Mark,Bach,1952-10-27,1986-05-26
227457,Zeydy,Silva,1953-01-22,1985-02-20
227459,Younwoo,Schmiedel,1953-01-09,1987-11-03
227463,Zorica,Tsunoo,1952-07-09,1988-11-19
227465,Bartek,Ducloy,1955-07-08,1985-05-03
227471,Djenana,Cannane,1954-04-21,1988-11-14
227473,Feixiong,Olivero,1954-05-27,1986-08-31
227475,Kendra,Danner,1952-06-26,1987-04-13
227478,Collette,Crouzet,1954-06-23,1985-07-30
227487,Bodo,Nishimukai,1955-10-15,1986-06-07
227488,Takahito,Jarecki,1953-11-01,1986-04-01
227501,Angus,Biron,1953-12-25,1985-04-15
227517,Aria,Rathonyi,1955-05-01,1986-10-28
227518,Masoud,Dichev,1952-09-30,1985-09-22
227530,Gilbert,Krichel,1954-04-20,1987-05-27
227531,Pranay,Varker,1952-04-14,1988-06-03
227553,Trygve,Schwartzbauer,1953-12-22,1985-08-28
227554,Akemi,Borstler,1954-05-23,1988-10-30
227563,Peternela,Yamaashi,1953-06-11,1988-10-17
227578,Randy,Alpay,1954-07-22,1988-05-16
227586,Neelam,Munawer,1953-07-02,1986-08-04
227591,Byong,Genin,1952-02-09,1988-11-06
227592,Mingsen,Karnin,1952-11-08,1986-06-24
227593,Hugo,Leuchs,1953-07-20,1985-06-05
227595,Gaetan,Kragelund,1955-10-29,1988-04-10
227596,Serge,Kornyak,1954-11-11,1987-09-17
227602,Yunming,Zyda,1955-07-24,1985-09-07
227603,Poorav,Borovoy,1952-02-29,1987-02-16
227608,Christ,Stentiford,1953-07-01,1986-07-07
227620,Hongzhu,Bratten,1952-03-27,1987-07-03
227650,Takanari,Juneja,1955-11-21,1988-04-11
227657,Marjo,Krzyzanowski,1953-04-04,1987-05-21
227662,Gou,Preusig,1954-01-27,1985-03-14
227676,Sakthirel,Ruemmler,1954-10-22,1986-05-24
227684,Denis,Kusakabe,1953-02-25,1987-08-05
227689,Dannz,Seuren,1955-10-07,1985-06-06
227690,Jagoda,Kalafatis,1955-05-04,1988-02-20
227694,Paloma,Chandrasekhar,1952-06-22,1985-06-26
227695,Saeed,DasSarma,1953-04-23,1988-10-14
227696,Moty,Portugali,1952-08-23,1987-03-20
227698,Genevieve,Majewski,1953-11-15,1987-01-15
227701,Frederique,Brizzi,1955-09-29,1986-12-03
227704,Baruch,Karner,1955-02-21,1986-04-22
227710,Stamatina,Douceur,1952-04-30,1987-01-22
227713,Hilary,Ullian,1952-11-08,1985-04-25
227714,Luigi,Peternell,1952-12-02,1987-03-18
227724,Hironoby,Murtha,1954-06-02,1988-03-31
227726,Alejandro,Trystram,1952-12-08,1985-09-30
227741,Behnaam,Kobuchi,1954-09-26,1987-05-17
227752,Xinglin,Birch,1954-07-10,1986-03-12
227772,Waiman,Michaels,1954-03-07,1988-12-02
227777,Ingmar,Ibel,1955-12-01,1986-07-28
227781,Aleksander,Ramras,1955-05-13,1987-01-03
227783,Xiping,Constantine,1953-08-12,1987-10-02
227792,Woody,Ponthieu,1954-11-19,1987-10-02
227801,Valery,Brobst,1953-03-28,1986-02-20
227808,Xiaoheng,Babb,1952-11-15,1985-02-24
227819,Luerbio,Lichtner,1952-06-08,1987-05-11
227834,Urs,Cardazo,1954-04-22,1986-10-01
227850,Visit,Andreotta,1952-08-11,1988-02-20
227854,Zvonko,Ibel,1953-11-05,1986-03-30
227864,Tuval,Soicher,1952-05-21,1988-09-01
227868,Ute,Hardjono,1953-11-11,1986-05-02
227877,Leszek,Tsukune,1952-07-03,1987-09-19
227880,Muneo,Comyn,1953-11-23,1986-08-01
227885,Tesuya,Cheshire,1953-12-23,1985-09-11
227889,Dipayan,Monarch,1954-11-21,1988-09-29
227892,George,Stille,1955-06-23,1988-09-08
227894,Lijia,Kulisch,1952-12-06,1987-12-20
227907,Bogdan,Camurati,1955-04-08,1988-01-13
227908,Shih,Denti,1955-03-08,1988-11-14
227910,Saniya,Alencar,1952-11-25,1988-09-21
227913,Ingemar,Scallan,1953-02-11,1986-02-10
227925,Ulises,Sgarro,1952-02-25,1986-09-11
227938,Uzi,Schaaf,1954-06-15,1986-08-06
227943,Sushant,Przulj,1954-09-13,1987-06-21
227958,Shichao,Hennebert,1953-04-25,1985-08-18
227969,Falguni,Mandell,1952-09-28,1986-01-02
227973,Tomofumi,Tyugu,1954-07-28,1986-12-17
227986,Shuichi,Bernardeschi,1953-06-27,1986-04-05
227996,Sukumar,Couchot,1954-07-21,1987-12-12
228008,Guozhong,Melski,1952-03-19,1986-09-14
228012,Turgut,Gelosh,1955-06-23,1986-07-01
228018,Minghong,Beerel,1954-12-17,1985-02-26
228023,Hidefumi,Denna,1952-11-01,1988-12-21
228025,Yuguang,Papastamatiou,1953-06-03,1985-02-13
228051,Yuguang,Viele,1954-08-29,1988-12-18
228065,Mariusz,McFarlan,1952-09-17,1987-09-08
228071,Taegyun,Laurillard,1953-11-05,1987-11-03
228095,DAIDA,Suppi,1953-10-27,1985-05-27
228115,Subhada,Wroclawski,1953-05-19,1986-09-12
228122,Sugwoo,Kaltofen,1952-10-16,1988-05-07
228130,Eben,Woycyznski,1953-09-25,1986-07-23
228142,Vojin,Talmor,1954-07-02,1987-03-31
228146,Navin,Rande,1955-09-10,1987-04-17
228152,Sailaja,Lung,1954-05-26,1986-04-09
228163,Ortrud,Kossowski,1954-07-24,1988-09-14
228200,Chinhyun,Teitelbaum,1954-12-16,1987-12-12
228223,Pranav,Hatcliff,1953-09-08,1988-01-06
228227,Werner,Wendorf,1953-04-12,1988-03-24
228233,Francesca,Serov,1953-11-24,1986-07-13
228237,Chanjung,Vakili,1952-10-05,1988-05-02
228246,Bartek,Aloisi,1954-06-19,1986-07-20
228258,Suzette,Giaccio,1953-09-15,1986-08-21
228269,Aluzio,Varman,1952-05-11,1988-08-06
228278,Sungwon,Douceur,1954-07-30,1988-11-15
228284,Along,Ressouche,1952-03-01,1986-12-10
228285,Weiwu,Pollock,1952-05-04,1988-04-20
228290,Rasikan,Rousseau,1955-08-03,1988-09-26
228307,Munir,Belinskaya,1955-11-22,1985-12-27
228320,Wonhee,Murrill,1953-10-29,1988-10-15
228331,Wilmer,Poehlman,1954-07-05,1986-01-14
228337,Yechezkel,Jeansoulin,1955-09-14,1987-03-29
228357,Sarita,Brookner,1954-09-23,1985-04-14
228358,Goetz,Molenaar,1952-09-27,1985-05-26
228367,Ohad,Strehl,1953-04-30,1987-04-28
228368,Mario,Remmers,1952-07-11,1986-10-21
228374,Shahaf,McClurg,1954-11-08,1987-04-07
228405,Hyuncheol,Szmurlo,1954-03-14,1986-10-19
228411,Khaled,Hofstetter,1954-07-02,1985-07-18
228426,Nimmagadda,Cappelletti,1952-07-09,1986-09-24
228427,Fumitaka,Rothenberg,1954-12-04,1985-10-24
228429,Atreye,Emmerich,1954-04-30,1986-07-07
228436,Vugranam,Baja,1953-12-19,1986-11-12
228449,Pascal,Kushnir,1954-12-29,1988-11-04
228456,Zengping,Deville,1955-10-24,1988-05-03
228472,Chirstian,Magalhaes,1954-08-19,1987-01-05
228478,Xiaocheng,Kulisch,1954-04-05,1985-10-04
228480,Marc,Gornas,1954-06-13,1987-03-23
228500,Martial,Fontet,1953-07-03,1985-03-01
228507,Zine,VanScheik,1954-06-02,1987-06-04
228517,Huei,Leaver,1955-07-23,1985-10-03
228519,Lihong,Porotnikoff,1952-11-16,1988-06-29
228524,Erzsebet,Androutsos,1955-05-03,1988-03-03
228542,Mack,Quadeer,1952-09-17,1988-02-05
228544,Halsur,Legleitner,1955-04-08,1988-02-21
228546,Matk,Chiodo,1955-02-26,1988-08-25
228548,Khosrow,Mundy,1952-05-17,1985-08-03
228557,Sanjay,Griswold,1953-02-17,1987-01-16
228563,Paloma,Baer,1953-11-01,1986-03-06
228564,Mohammad,Yoshimura,1954-04-06,1986-08-01
228576,Owen,Motley,1953-09-15,1987-09-25
228578,JoAnne,Talmon,1953-11-22,1985-10-16
228587,Katsuo,Basagni,1955-03-22,1988-06-20
228591,Tristan,Petereit,1954-06-05,1988-01-22
228610,Tomokazu,Llado,1955-04-02,1986-05-18
228620,Abdelghani,Shackel,1955-06-16,1985-09-23
228623,Arnould,Showalter,1955-08-18,1986-08-30
228636,Paloma,Munck,1954-04-10,1987-12-05
228654,Sudharsan,Chachaty,1952-11-16,1986-09-10
228655,Jiong,Blokdijk,1954-04-13,1988-10-22
228660,Charmane,Zaiane,1954-11-27,1987-05-22
228666,Franziska,Conde,1955-01-10,1987-11-25
228669,Morris,Peyn,1952-12-30,1985-07-08
228672,Goetz,Pulkowski,1953-10-17,1986-12-17
228683,Girolamo,Coombs,1953-12-29,1988-08-18
228685,Peer,Zolotykh,1952-09-30,1986-08-17
228690,Constantine,DuBourdieux,1955-07-03,1986-02-17
228691,Ortrud,Paciorek,1954-07-13,1985-05-31
228693,Hideo,Kakkad,1953-06-25,1988-09-21
228711,Udo,Velardi,1954-09-12,1985-08-15
228716,Sukumar,Rajcani,1954-11-07,1985-07-03
228725,Edwin,Navazio,1953-08-01,1988-02-12
228755,Kazuhira,Angot,1955-04-30,1986-01-10
228757,Kazuhiko,Lanteri,1953-08-25,1987-02-10
228758,Aksel,Thummel,1954-08-07,1987-04-19
228774,Xinan,Klyachko,1952-02-15,1986-09-06
228778,Yoshinari,Rettelbach,1952-05-09,1987-08-29
228790,Djenana,Felder,1952-11-20,1986-06-27
228791,Fumitaka,Uchoa,1954-09-25,1987-04-23
228810,Lein,Picel,1953-08-18,1987-09-07
228823,Mayuko,Gimbel,1954-11-07,1988-06-16
228829,Guiseppe,Lagarias,1952-06-25,1987-05-30
228853,Mayumi,Basawa,1952-09-13,1988-07-09
228857,Christoper,Marzano,1954-01-26,1985-12-26
228858,Barton,Emmerich,1954-08-09,1987-07-30
228861,KayLiang,Siksek,1954-09-13,1988-04-19
228881,Jeong,Gaughan,1953-06-20,1988-12-13
228889,Mircea,Frolund,1954-07-01,1986-05-18
228895,Ugo,Fontan,1954-11-14,1988-01-02
228902,Toong,Piazza,1954-11-25,1986-02-28
228928,Yahiko,Panwar,1953-03-17,1987-09-23
228929,Pascal,Borovoy,1952-04-14,1988-10-15
228935,Zsolt,Biros,1952-10-03,1985-02-19
228944,Tzu,Hmelo,1953-08-26,1987-02-19
228960,Eberhardt,Halevi,1955-03-02,1986-06-01
228961,Xiaoshan,Poupard,1953-06-02,1988-01-25
228972,Amalendu,Heiserman,1953-03-14,1985-07-18
228973,Cheong,Nations,1955-07-26,1985-10-21
228982,Alagu,Ramsak,1955-03-23,1985-04-03
228990,Arup,Reeken,1955-10-04,1986-10-11
228993,Kristine,Marrevee,1955-10-08,1988-05-04
228999,Fen,Birsak,1954-03-09,1987-07-24
229009,Nathalie,Toyoshima,1953-03-17,1987-02-28
229018,Jeanna,Jullig,1955-06-02,1988-09-01
229024,Holgard,Rajaraman,1953-07-14,1987-01-30
229028,Rasiah,Whittlesey,1953-06-16,1987-11-12
229046,Fabrizio,Denti,1955-09-20,1988-10-18
229049,Alois,Denis,1954-11-24,1985-07-24
229058,Barry,Zykh,1953-03-08,1986-11-29
229061,Chinhyun,Lorho,1955-05-05,1986-03-22
229069,Lucian,Crelier,1954-09-10,1987-10-27
229070,Takushi,Cairo,1954-06-18,1988-10-30
229088,Kasidit,Servieres,1955-12-01,1985-11-21
229092,Fumiya,Morrin,1952-03-09,1987-01-03
229097,Kellyn,Merel,1954-12-10,1987-01-23
229111,Satoru,Schiper,1954-05-31,1987-02-01
229118,Yucel,Ranft,1954-07-07,1985-02-04
229122,Masasuke,Lichtner,1954-01-05,1988-09-22
229124,Phule,Gien,1954-01-30,1985-09-28
229126,Leszek,Kolvik,1953-07-31,1985-03-30
229137,Susanta,Prenel,1955-02-19,1986-05-28
229147,Eberhardt,Birke,1953-10-30,1988-08-29
229155,Gino,Glowinski,1953-02-05,1988-10-10
229163,Susuma,Wroclawski,1952-11-20,1987-02-14
229164,Lena,Papastamatiou,1954-04-18,1986-02-19
229182,Georg,Bail,1952-08-01,1988-04-05
229196,Shin,Gewali,1953-01-09,1987-05-15
229208,Patricio,Christianini,1953-08-22,1987-05-05
229214,Raimond,Radivojevic,1955-10-19,1987-07-06
229216,Becky,Muniz,1954-04-30,1985-12-26
229225,Clyde,McClure,1954-02-16,1986-01-21
229231,Oscar,Toyoshima,1955-06-13,1985-07-02
229240,Sachar,Kugler,1952-10-14,1985-08-27
229249,Debatosh,Sgarro,1952-02-05,1986-05-06
229255,George,Nannarelli,1954-06-10,1985-07-31
229259,Georgi,Narahari,1954-03-18,1985-07-23
229266,Cathie,Munck,1953-04-27,1987-10-31
229269,Jianhao,Portugali,1953-03-03,1988-06-23
229271,Kiyokazu,Schapiro,1952-12-25,1986-09-07
229281,Hitomi,Solovay,1953-03-01,1988-01-26
229284,Kensei,Kohling,1952-11-09,1987-06-16
229292,Leah,Baby,1954-11-10,1987-08-31
229307,Padma,Peroz,1955-09-18,1985-02-10
229317,Fumiya,Wegerle,1954-09-16,1985-06-05
229335,Hilary,Chinin,1953-07-20,1987-10-23
229340,Gor,Gadepally,1953-05-20,1986-01-07
229347,Sedat,Hiltgen,1955-04-05,1985-05-14
229367,Oscar,Katzenelson,1952-06-30,1985-10-02
229368,Chuanti,Marrevee,1953-08-23,1988-06-28
229370,Mabry,Schwabacher,1952-12-15,1985-07-11
229377,Herb,Slutz,1953-06-08,1988-04-19
229385,Kwangjo,Guardalben,1954-09-02,1988-12-18
229388,Georgi,Silva,1953-12-09,1988-11-29
229392,Sangeeta,Sundgren,1955-01-18,1988-03-21
229397,Kazuhiko,Serre,1955-01-05,1988-02-14
229415,Abdelghani,Ibel,1953-10-23,1987-03-03
229418,Uri,Sanella,1955-04-29,1985-05-02
229423,Stafford,Murtafg,1955-03-19,1985-05-07
229435,Arnd,Kading,1954-01-17,1985-09-06
229443,Mohammad,Hedayat,1953-08-20,1985-10-09
229444,Zeljko,Rijsenbrij,1953-04-04,1988-01-26
229446,Kazuhiko,Gadepally,1953-06-18,1988-11-15
229449,Poornachandra,Valtorta,1952-03-18,1986-11-22
229450,Debatosh,Tramer,1954-09-24,1987-06-01
229461,Berto,Raczkowsky,1953-12-10,1987-06-28
229466,Monique,Schaft,1954-11-05,1988-11-01
229469,Rosalie,Terkki,1954-02-17,1987-04-05
229470,Teunis,Bala,1955-03-28,1988-08-27
229477,Barry,Kusakari,1953-09-08,1987-02-19
229480,Franziska,Passafiume,1954-07-15,1987-11-24
229481,Shimshon,Conti,1955-05-23,1985-04-13
229487,Siamak,Keirsey,1953-03-24,1988-12-21
229488,Xinglin,Pintelas,1955-10-27,1985-10-03
229498,Jagoda,Molberg,1952-12-06,1987-01-02
229513,Trygve,Lienhardt,1954-04-07,1987-05-16
229516,Susanta,Gischer,1953-06-17,1985-09-13
229539,Torsten,Kawashima,1952-04-11,1988-04-28
229541,Maya,Rosenbaum,1954-12-13,1985-08-23
229544,Heon,Panangaden,1952-05-20,1986-07-29
229546,Larisa,Krohm,1952-06-23,1986-05-08
229549,Ekawit,DasSarma,1955-08-21,1987-11-07
229552,Utpal,Shackel,1955-11-19,1985-05-16
229567,Theron,Syrzycki,1954-10-04,1985-07-29
229569,Kannan,Merel,1955-10-05,1986-10-02
229571,Masanao,Pappas,1954-02-22,1988-07-19
229578,Bernt,Ariola,1953-02-25,1988-07-15
229579,Reinhard,Aumann,1952-02-22,1987-04-14
229587,Leucio,Zucker,1954-12-09,1986-05-28
229612,Chuanti,Vidal,1954-12-06,1987-06-10
229620,Arun,Shackell,1954-10-01,1986-02-07
229627,Samphel,Uehara,1953-11-01,1986-09-29
229639,Patricio,Renear,1953-06-04,1985-06-01
229649,DAIDA,Montresor,1953-10-27,1988-07-25
229673,Saniya,Tomescu,1953-03-31,1985-02-11
229674,Tran,Nergos,1955-04-08,1985-09-14
229686,Leni,Piazza,1952-06-19,1986-02-22
229701,Xinglin,Nollmann,1953-01-10,1985-05-13
229715,JoAnna,Cappello,1953-04-22,1986-10-24
229717,Sivanarayana,Baig,1954-10-22,1985-07-05
229740,Chrisa,Walston,1954-06-05,1987-06-09
229742,Aran,Lundstrom,1952-12-24,1985-11-09
229745,Mohd,Ventosa,1955-07-23,1988-12-20
229761,Amalendu,Garnham,1953-09-19,1988-12-22
229779,Mahmut,Kohling,1955-01-20,1986-11-16
229784,Pranay,Sewelson,1954-10-17,1988-01-05
229798,Patricio,Soicher,1954-10-17,1988-10-30
229810,Katsuo,Attimonelli,1953-04-12,1988-11-09
229815,Atreyi,Tsukune,1955-01-12,1987-11-22
229819,Zhenbing,Delgrande,1953-02-19,1988-09-09
229822,Vidya,Basagni,1954-03-17,1986-10-19
229839,Bojan,Kermarrec,1952-10-05,1986-10-11
229846,Ibibia,Melton,1952-02-29,1985-03-22
229853,Mantis,Atchley,1954-06-23,1987-06-02
229857,Constantino,Hoppenstand,1953-12-12,1987-07-10
229858,Giri,Dulin,1954-03-15,1987-05-25
229860,Ingmar,Sewelson,1953-08-16,1987-04-23
229867,Jasminko,Merkl,1955-09-29,1988-12-19
229878,Guangming,Asser,1953-04-03,1987-05-30
229903,Hausi,Callaway,1954-10-20,1988-08-30
229905,Moss,Trumbly,1955-06-29,1987-10-16
229911,Ingmar,Jansen,1954-06-24,1985-07-29
229922,Arvin,Condotta,1955-12-18,1987-07-30
229926,Tomofumi,Sgarro,1954-11-20,1985-05-16
229927,Berto,Valiente,1955-04-24,1987-10-16
229933,Saniya,Itzfeldt,1953-03-17,1986-12-06
229937,Huiqun,Butner,1952-03-15,1987-02-02
229939,Leszek,Pusterhofer,1955-05-12,1986-05-17
229943,Kristian,Kampfer,1954-12-04,1988-08-24
229949,Alois,Matzov,1954-07-04,1988-04-27
229969,Zine,Walstra,1955-01-07,1986-12-16
229970,Tse,Berendt,1955-08-16,1988-02-21
229989,Qiwen,Braunschweig,1953-02-01,1987-02-10
229997,Fai,Zwicker,1954-01-11,1986-09-01
230006,Yifei,Whittlesey,1955-03-16,1986-12-12
230008,Sajjan,Angelopoulos,1952-03-15,1985-02-11
230012,Falguni,Rusmann,1952-07-31,1985-10-16
230017,Shuho,Zumaque,1955-12-01,1987-01-30
230022,Xuedong,Skogmar,1952-11-07,1988-02-02
230028,Zsolt,Vernadat,1954-04-29,1986-02-16
230029,Wanqing,Kalorkoti,1953-11-05,1987-05-27
230040,Sergi,Cannane,1955-05-02,1988-09-01
230046,Nobuyoshi,Hoppenstand,1954-09-04,1985-06-16
230047,Yucai,Jullig,1952-09-13,1988-11-17
230054,Xiaoshan,Waschkowski,1954-07-24,1986-04-09
230074,Zito,Templeman,1953-05-01,1987-09-20
230077,Georg,Setia,1953-04-07,1985-05-26
230084,Ishfaq,Qiwen,1955-05-20,1986-04-22
230091,Waiman,Birjandi,1955-04-27,1985-02-23
230097,Weicheng,Kaminger,1952-05-17,1985-03-19
230102,Toong,Lamba,1952-06-05,1987-07-06
230116,Kristine,Wilfing,1953-10-17,1988-04-13
230118,Toshimori,Standera,1954-11-03,1986-06-10
230121,Zhonghui,Kornatzky,1952-09-30,1985-06-29
230130,Kien,Quaggetto,1955-03-09,1987-05-22
230136,Lorien,Iisaka,1954-08-04,1988-05-08
230156,Bernt,Beeson,1955-10-14,1985-07-03
230162,Itzchak,Ramsay,1952-10-02,1985-08-01
230171,Barton,Gerteisen,1955-11-05,1987-12-22
230180,Adhemar,Kamble,1954-09-06,1985-09-03
230182,Urs,Ruemmler,1952-05-09,1988-01-29
230187,Uma,Figueira,1955-02-06,1988-09-25
230188,Snehasis,Krychniak,1954-12-25,1988-10-31
230192,Oddvar,Mandelberg,1952-07-08,1986-06-05
230202,Serge,Gerteisen,1953-08-21,1985-03-25
230210,Mayumi,Lamma,1954-03-01,1986-10-21
230213,Yishai,Furedi,1954-04-15,1988-05-20
230219,Heather,Malinowski,1953-01-01,1988-06-25
230227,IEEE,Hegner,1952-06-11,1987-11-04
230230,Ipke,Halevi,1954-04-26,1987-08-21
230245,Thodoros,Bain,1954-09-18,1988-10-31
230246,Herbert,Hasham,1954-07-25,1986-01-31
230252,Soenke,Serra,1954-12-21,1987-06-28
230255,Ennio,Lorcy,1955-10-12,1985-08-02
230280,Karlis,Feinberg,1955-03-30,1986-01-22
230288,Atreyi,Erdmenger,1952-10-08,1986-05-09
230290,Deborah,Hopewell,1955-10-24,1986-05-14
230296,Uzi,Makinen,1952-08-06,1988-02-06
230297,Odinaldo,Baaz,1955-01-15,1988-12-15
230314,Sanjay,Danlos,1954-12-26,1986-10-09
230320,Tomofumi,Chimia,1952-07-24,1988-09-18
230321,Gunilla,Alencar,1952-03-27,1987-10-22
230325,Gio,Kinley,1954-01-08,1987-09-27
230326,Soenke,Michaeli,1953-06-01,1988-05-31
230331,Nidapan,Beutelspacher,1953-03-02,1987-02-03
230346,Guiseppe,Trumbly,1954-06-28,1985-04-08
230348,Yongmao,Awdeh,1954-06-27,1985-05-04
230352,Radhika,Hainaut,1954-07-02,1986-06-05
230353,Siamak,Maierhofer,1955-03-30,1985-08-15
230355,Debaprosad,Lamma,1953-11-08,1987-08-07
230357,Mitchel,Marciano,1955-08-16,1985-03-02
230359,Goa,Suwa,1955-01-30,1987-05-09
230367,Susuma,Lubachevsky,1953-03-17,1988-09-18
230378,Brigham,Babu,1952-10-06,1985-11-15
230385,Kirk,Lorys,1955-05-06,1988-03-06
230391,Kerryn,Ozeri,1953-02-05,1985-02-05
230412,Subhrajyoti,Mikschl,1955-02-13,1986-07-26
230415,Stein,Fortenbacher,1955-11-29,1988-09-10
230419,Mona,Comte,1952-03-30,1986-03-30
230426,Make,Riesenhuber,1955-03-20,1986-10-20
230444,Edwin,Ghalwash,1953-06-19,1985-06-29
230453,Limsoon,Macedo,1955-07-23,1985-02-02
230465,Sajjan,Coullard,1952-12-24,1988-05-20
230468,Takahito,Zweizig,1952-12-06,1985-03-01
230472,Val,Kropf,1954-10-31,1988-08-26
230480,Udo,Bernini,1954-12-15,1985-08-25
230481,Khaled,Rathonyi,1954-06-29,1986-01-27
230496,Tomokazu,Gips,1952-03-03,1986-09-08
230541,Shaunak,Riexinger,1955-09-19,1986-12-04
230545,Bokyung,Baba,1955-02-28,1987-02-07
230548,Jinxi,Menyhert,1952-04-30,1985-09-01
230550,Jessie,Vitiello,1952-08-31,1987-03-06
230553,Oldrich,Mapelli,1955-04-11,1987-12-30
