first_name,last_name,birth_date,hire_date
Shao,Morrey,6/12/1955,3/31/1987
Shunichi,Peek,12/20/1952,10/13/1987
Ronghao,Kavraki,2/4/1952,10/29/1988
Mingzeng,Simmel,6/11/1954,10/6/1987
Alois,Oxenboll,3/28/1953,7/28/1985
Mohd,Mondadori,9/26/1955,7/21/1987
Pradeep,Penttonen,8/22/1955,6/22/1985
Tse,Roisin,7/20/1955,10/6/1986
Ayonca,Schusler,10/18/1952,1/3/1988
Shih,Passino,3/7/1952,2/5/1988
Christfried,Dayang,8/19/1953,5/29/1985
Kasturi,Huxford,2/15/1952,9/2/1985
Duke,Ranon,6/16/1953,12/12/1988
Alenka,Angelopoulos,1/18/1953,2/9/1985
Mart,Sabnani,2/12/1955,9/23/1986
Venkatesan,Serre,4/19/1952,1/4/1988
Radhia,Bernini,1/10/1954,8/15/1988
Mads,Parhami,11/2/1954,8/25/1985
Jeane,Cullers,10/23/1953,8/10/1986
Dhritiman,Alpay,12/13/1955,6/27/1987
Arne,Legleitner,4/7/1952,11/17/1988
Domenico,Brickell,1/29/1955,2/10/1985
Tadanori,Shackell,2/7/1955,11/13/1986
Siddarth,Piazza,10/6/1952,5/25/1986
Malu,Hoogerwoord,8/22/1954,12/26/1985
Luigi,Antonakopoulos,10/13/1953,1/6/1988
Niclas,Hopewell,3/19/1953,4/6/1985
Susanta,Zaiane,8/10/1954,11/29/1985
Sverrir,Zedlitz,8/29/1953,9/29/1985
Khoa,Gniady,4/18/1953,8/31/1987
Kaijung,Gammage,3/29/1952,12/1/1988
Sahrah,Katalagarianos,12/18/1955,2/3/1985
Nechama,Fasbender,12/30/1952,7/10/1988
Badri,Orlowski,8/18/1952,12/20/1987
Billie,Bellmore,4/13/1954,7/9/1985
Sadegh,Vernadat,11/14/1955,2/18/1986
Baruch,Benner,9/2/1954,2/20/1985
Mohammed,Baalen,10/20/1952,12/1/1986
Naraig,Badache,8/11/1954,11/15/1985
Fabrizio,Decleir,2/5/1954,8/5/1988
Chinho,Nyanchama,7/10/1954,6/3/1985
Werner,Iacovou,10/30/1953,6/15/1986
Unal,Kalsbeek,9/25/1952,8/22/1988
Malu,Chandrasekhar,3/15/1955,11/6/1987
Shuji,Stasinski,3/29/1953,10/11/1985
Susanna,Gomatam,3/8/1952,8/24/1985
Youssef,Przulj,5/29/1954,11/24/1986
Vidar,Narahara,9/11/1953,6/28/1988
Bernd,Dolinsky,10/12/1954,9/14/1987
Shichao,Syrzycki,5/19/1952,1/10/1986
Selwyn,Mapelli,12/1/1954,12/3/1987
Maris,Sudbeck,8/10/1955,11/22/1986
Toong,Jakobus,4/8/1953,7/2/1987
Heekeun,Raoux,5/11/1952,9/10/1985
Sanjit,Nishimukai,3/29/1952,3/30/1987
Rajmohan,Attimonelli,9/9/1954,7/18/1985
Collette,Zhiwei,3/3/1955,3/11/1988
Uwe,Honiden,3/17/1955,1/22/1986
Alain,Katiyar,9/11/1954,1/18/1986
Doowon,Kragelund,7/2/1952,8/12/1988
Emdad,Krzyzanowski,9/15/1954,11/27/1986
Krister,Peris,1/25/1955,8/29/1986
Reuven,McDermid,10/1/1952,2/16/1987
Danae,Braunmuhl,4/27/1955,7/19/1985
Marin,Lorch,11/27/1953,11/20/1987
Youngkon,Portugali,7/19/1955,5/12/1986
Aiichiro,Christ,3/19/1952,5/28/1985
Leni,Avouris,9/19/1952,3/24/1988
Heeju,Stellhorn,12/10/1953,12/20/1988
Ung,Munro,1/10/1953,9/5/1987
Kensei,Heping,1/31/1953,10/21/1986
Moss,Khasidashvili,3/18/1953,2/6/1985
Hausi,Makinen,10/9/1955,7/29/1988
Xiaoshan,Broomell,10/20/1952,3/25/1987
Inderjeet,Eterovic,3/3/1953,8/20/1988
Tamiya,Axelband,11/27/1955,11/9/1987
Girolamo,Copas,3/17/1953,4/28/1985
Gio,Sifakis,1/11/1955,10/31/1986
Siddarth,Constantine,7/30/1955,5/3/1988
Alassane,Budinsky,12/4/1952,3/15/1986
Radhika,Llado,4/21/1953,10/9/1988
Subhada,Kambil,9/23/1952,7/1/1986
Patricio,Stellhorn,11/14/1952,10/27/1985
Saniya,Leonhardt,2/13/1954,4/21/1988
Phule,Kabayashi,1/3/1955,5/30/1985
Lenore,Kruskal,5/10/1952,3/23/1985
Atilio,Baek,12/7/1955,4/27/1985
Mooi,Asmuth,4/11/1954,10/17/1986
JoAnna,Stroustrup,6/15/1953,8/15/1988
Leszek,Kusalik,2/9/1955,3/11/1987
Ravishankar,Malinowski,1/11/1955,11/11/1988
Guangming,Alencar,10/12/1953,11/28/1986
Lobel,Fiutem,12/4/1954,3/24/1986
Padma,Lamparter,7/17/1953,4/28/1985
Minghong,Tsukune,7/1/1955,5/18/1985
Deniz,Frezza,3/7/1952,12/16/1987
Nathan,Penn,8/29/1955,5/3/1988
Hatem,Coors,10/15/1954,7/10/1987
Bangqing,Melton,8/19/1953,10/5/1986
Baoqiu,Nannarelli,9/27/1952,11/30/1987
Reinhard,Serre,1/8/1954,7/14/1986
Serap,Mitina,10/26/1952,4/2/1985
Faiza,Strehl,5/5/1955,4/26/1986
Spyrose,Pokrovskii,8/12/1953,7/22/1987
Kersti,Nourani,10/10/1955,7/12/1986
Valery,Fargier,3/16/1954,7/20/1986
Zine,Unno,4/4/1953,8/13/1986
Masanao,Strandh,11/18/1954,5/21/1986
Hilari,Serdy,8/28/1955,7/20/1987
Nishit,Matteis,11/9/1954,2/23/1987
Nakhoon,Itzfeldt,6/7/1955,4/24/1985
Hauke,Marshall,12/26/1952,2/29/1988
Kannan,Rosenbaum,11/8/1954,7/16/1988
Olivera,Gajiwala,12/9/1952,11/9/1987
Mostafa,Coullard,5/15/1953,5/29/1986
Persi,Coullard,6/2/1954,5/26/1987
Zsolt,Bolsens,12/30/1955,12/29/1988
Bikash,Zedlitz,9/30/1955,11/29/1986
Paloma,Sullins,4/28/1954,7/26/1986
Taizo,Pezzoli,8/18/1955,3/8/1987
Shahab,Gajiwala,6/7/1952,10/27/1987
Rajmohan,Luit,11/28/1952,7/29/1987
Ayakannu,Luby,9/11/1955,7/21/1986
Heping,Koshino,5/7/1954,1/2/1987
Sumali,Remmers,3/5/1954,4/20/1988
Khalid,Veccia,1/3/1953,3/15/1987
Jaber,Beerel,10/24/1955,6/19/1988
Siamak,Shackel,2/14/1952,7/26/1986
Aksel,Baar,11/22/1952,7/31/1986
Xuejia,Roohalamini,3/14/1955,2/22/1986
Giordano,Marchegay,10/29/1955,10/9/1987
Kristina,Pelz,2/26/1955,12/11/1985
Zhenbing,Pollock,2/19/1952,10/31/1987
Godehard,Gihr,4/11/1954,4/13/1987
Saeed,Redmiles,10/8/1953,10/19/1986
Stein,Pashtan,9/29/1953,9/7/1986
Ortrud,Carrere,2/10/1953,7/5/1986
Wuxu,Bail,8/24/1955,2/27/1986
Abdulah,Furedi,9/19/1955,10/22/1988
Adam,Fortenbacher,9/16/1953,12/8/1986
Divine,Bojadziev,10/4/1955,5/2/1985
Yurij,Akaboshi,3/27/1953,8/16/1986
Shigehito,Syrotiuk,3/9/1954,12/14/1985
Koldo,Barreiro,3/5/1952,8/21/1986
Kristen,Rosay,4/30/1952,2/5/1987
Adamantios,Rehfuss,11/7/1955,9/19/1986
Gen,Bridgland,9/30/1953,7/20/1985
Satoru,Rattan,12/25/1954,7/22/1986
Shushma,Pietrzykowski,3/5/1952,1/25/1987
Paddy,Baezner,5/25/1953,11/5/1988
Youngkon,Bouloucos,6/29/1954,3/30/1988
Arif,Delgrossi,2/1/1953,9/27/1987
Maha,Schreiter,6/14/1953,6/7/1985
Thanasis,Peot,11/24/1954,8/19/1988
Keiichiro,Polupanov,2/16/1953,6/25/1987
Rosine,Renear,12/2/1952,10/12/1986
Xiaoqiu,Nitsche,12/6/1952,7/29/1988
Rance,Trogemann,9/17/1952,4/27/1988
Gay,Templeman,2/8/1954,2/21/1985
Radhika,Benzmuller,4/16/1955,5/23/1988
Arco,Cincotta,6/16/1954,7/14/1988
Supot,Benzmuller,9/26/1952,11/6/1988
Shigeichiro,Marshall,6/1/1955,2/26/1985
Branimir,Hennebert,2/21/1953,3/23/1985
Phule,Penttonen,12/12/1955,9/4/1986
Steve,Teitelbaum,10/5/1955,6/28/1988
Thanasis,Puoti,10/30/1954,7/21/1985
Kiyokazu,Luby,8/17/1953,5/8/1988
Mohamadou,Nollmann,11/2/1952,5/20/1985
Anneli,Beeson,5/30/1954,11/24/1988
Perla,Swab,4/7/1952,11/21/1987
Diederik,Roison,7/20/1953,9/15/1985
Juichirou,Gerteisen,8/8/1952,11/5/1986
Lillian,Syang,4/27/1953,9/8/1985
Leon,Demizu,2/15/1952,4/15/1987
Premsyl,Hartvigsen,3/10/1955,2/24/1985
Boutros,Zykh,6/21/1952,8/27/1988
Krisda,Showalter,2/6/1953,9/19/1985
Hideyuki,Erni,2/18/1955,2/21/1988
Sadegh,Kusakabe,2/22/1953,1/3/1988
Yechiam,Osgood,11/26/1955,8/20/1986
Nobuyoshi,Zultner,4/17/1952,6/14/1985
Pragnesh,Buescher,9/16/1955,12/29/1988
Uriel,Massonet,7/21/1954,7/19/1985
Oscal,Christ,3/7/1952,4/14/1987
Elliott,Ossenbruggen,9/18/1952,7/11/1987
Kellyn,Millington,10/22/1955,6/18/1988
Rosalie,Mondadori,5/11/1954,11/18/1986
Claude,Benantar,5/20/1955,9/5/1985
Constantino,Kohling,5/3/1955,10/10/1988
Arve,Cooley,9/27/1955,7/27/1985
Urs,Swist,4/22/1953,6/25/1988
Rafols,Muhling,8/9/1954,9/13/1987
Kazuhito,Servieres,10/20/1952,12/25/1985
Arif,Krychniak,4/29/1953,5/12/1985
Vishu,Georgakopoulos,3/7/1953,3/25/1987
Gregory,Champarnaud,12/23/1955,3/7/1986
Jianhao,Ullian,12/21/1953,7/22/1987
Ferdinand,Hebert,9/11/1954,8/25/1986
Arunas,Baby,9/3/1952,10/8/1986
Magy,Jording,8/15/1952,12/5/1987
Zine,Angot,8/28/1953,11/11/1985
Maris,Reinhard,8/1/1953,11/11/1988
Uma,Speel,6/19/1955,4/22/1985
Steve,Puppo,9/9/1954,1/14/1987
Mark,Bach,10/27/1952,5/26/1986
Zeydy,Silva,1/22/1953,2/20/1985
Younwoo,Schmiedel,1/9/1953,11/3/1987
Zorica,Tsunoo,7/9/1952,11/19/1988
Bartek,Ducloy,7/8/1955,5/3/1985
Djenana,Cannane,4/21/1954,11/14/1988
Feixiong,Olivero,5/27/1954,8/31/1986
Kendra,Danner,6/26/1952,4/13/1987
Collette,Crouzet,6/23/1954,7/30/1985
Bodo,Nishimukai,10/15/1955,6/7/1986
Takahito,Jarecki,11/1/1953,4/1/1986
Angus,Biron,12/25/1953,4/15/1985
Aria,Rathonyi,5/1/1955,10/28/1986
Masoud,Dichev,9/30/1952,9/22/1985
Gilbert,Krichel,4/20/1954,5/27/1987
Pranay,Varker,4/14/1952,6/3/1988
Trygve,Schwartzbauer,12/22/1953,8/28/1985
Akemi,Borstler,5/23/1954,10/30/1988
Peternela,Yamaashi,6/11/1953,10/17/1988
Randy,Alpay,7/22/1954,5/16/1988
Neelam,Munawer,7/2/1953,8/4/1986
Byong,Genin,2/9/1952,11/6/1988
Mingsen,Karnin,11/8/1952,6/24/1986
Hugo,Leuchs,7/20/1953,6/5/1985
Gaetan,Kragelund,10/29/1955,4/10/1988
Serge,Kornyak,11/11/1954,9/17/1987
Yunming,Zyda,7/24/1955,9/7/1985
Poorav,Borovoy,2/29/1952,2/16/1987
Christ,Stentiford,7/1/1953,7/7/1986
Hongzhu,Bratten,3/27/1952,7/3/1987
Takanari,Juneja,11/21/1955,4/11/1988
Marjo,Krzyzanowski,4/4/1953,5/21/1987
Gou,Preusig,1/27/1954,3/14/1985
Sakthirel,Ruemmler,10/22/1954,5/24/1986
Denis,Kusakabe,2/25/1953,8/5/1987
Dannz,Seuren,10/7/1955,6/6/1985
Jagoda,Kalafatis,5/4/1955,2/20/1988
Paloma,Chandrasekhar,6/22/1952,6/26/1985
Saeed,DasSarma,4/23/1953,10/14/1988
Moty,Portugali,8/23/1952,3/20/1987
Genevieve,Majewski,11/15/1953,1/15/1987
Frederique,Brizzi,9/29/1955,12/3/1986
Baruch,Karner,2/21/1955,4/22/1986
Stamatina,Douceur,4/30/1952,1/22/1987
Hilary,Ullian,11/8/1952,4/25/1985
Luigi,Peternell,12/2/1952,3/18/1987
Hironoby,Murtha,6/2/1954,3/31/1988
Alejandro,Trystram,12/8/1952,9/30/1985
Behnaam,Kobuchi,9/26/1954,5/17/1987
Xinglin,Birch,7/10/1954,3/12/1986
Waiman,Michaels,3/7/1954,12/2/1988
Ingmar,Ibel,12/1/1955,7/28/1986
Aleksander,Ramras,5/13/1955,1/3/1987
Xiping,Constantine,8/12/1953,10/2/1987
Woody,Ponthieu,11/19/1954,10/2/1987
Valery,Brobst,3/28/1953,2/20/1986
Xiaoheng,Babb,11/15/1952,2/24/1985
Luerbio,Lichtner,6/8/1952,5/11/1987
Urs,Cardazo,4/22/1954,10/1/1986
Visit,Andreotta,8/11/1952,2/20/1988
Zvonko,Ibel,11/5/1953,3/30/1986
Tuval,Soicher,5/21/1952,9/1/1988
Ute,Hardjono,11/11/1953,5/2/1986
Leszek,Tsukune,7/3/1952,9/19/1987
Muneo,Comyn,11/23/1953,8/1/1986
Tesuya,Cheshire,12/23/1953,9/11/1985
Dipayan,Monarch,11/21/1954,9/29/1988
George,Stille,6/23/1955,9/8/1988
Lijia,Kulisch,12/6/1952,12/20/1987
Bogdan,Camurati,4/8/1955,1/13/1988
Shih,Denti,3/8/1955,11/14/1988
Saniya,Alencar,11/25/1952,9/21/1988
Ingemar,Scallan,2/11/1953,2/10/1986
Ulises,Sgarro,2/25/1952,9/11/1986
Uzi,Schaaf,6/15/1954,8/6/1986
Sushant,Przulj,9/13/1954,6/21/1987
Shichao,Hennebert,4/25/1953,8/18/1985
Falguni,Mandell,9/28/1952,1/2/1986
Tomofumi,Tyugu,7/28/1954,12/17/1986
Shuichi,Bernardeschi,6/27/1953,4/5/1986
Sukumar,Couchot,7/21/1954,12/12/1987
Guozhong,Melski,3/19/1952,9/14/1986
Turgut,Gelosh,6/23/1955,7/1/1986
Minghong,Beerel,12/17/1954,2/26/1985
Hidefumi,Denna,11/1/1952,12/21/1988
Yuguang,Papastamatiou,6/3/1953,2/13/1985
Yuguang,Viele,8/29/1954,12/18/1988
Mariusz,McFarlan,9/17/1952,9/8/1987
Taegyun,Laurillard,11/5/1953,11/3/1987
DAIDA,Suppi,10/27/1953,5/27/1985
Subhada,Wroclawski,5/19/1953,9/12/1986
Sugwoo,Kaltofen,10/16/1952,5/7/1988
Eben,Woycyznski,9/25/1953,7/23/1986
Vojin,Talmor,7/2/1954,3/31/1987
Navin,Rande,9/10/1955,4/17/1987
Sailaja,Lung,5/26/1954,4/9/1986
Ortrud,Kossowski,7/24/1954,9/14/1988
Chinhyun,Teitelbaum,12/16/1954,12/12/1987
Pranav,Hatcliff,9/8/1953,1/6/1988
Werner,Wendorf,4/12/1953,3/24/1988
Francesca,Serov,11/24/1953,7/13/1986
Chanjung,Vakili,10/5/1952,5/2/1988
Bartek,Aloisi,6/19/1954,7/20/1986
Suzette,Giaccio,9/15/1953,8/21/1986
Aluzio,Varman,5/11/1952,8/6/1988
Sungwon,Douceur,7/30/1954,11/15/1988
Along,Ressouche,3/1/1952,12/10/1986
Weiwu,Pollock,5/4/1952,4/20/1988
Rasikan,Rousseau,8/3/1955,9/26/1988
Munir,Belinskaya,11/22/1955,12/27/1985
Wonhee,Murrill,10/29/1953,10/15/1988
Wilmer,Poehlman,7/5/1954,1/14/1986
Yechezkel,Jeansoulin,9/14/1955,3/29/1987
Sarita,Brookner,9/23/1954,4/14/1985
Goetz,Molenaar,9/27/1952,5/26/1985
Ohad,Strehl,4/30/1953,4/28/1987
Mario,Remmers,7/11/1952,10/21/1986
Shahaf,McClurg,11/8/1954,4/7/1987
Hyuncheol,Szmurlo,3/14/1954,10/19/1986
Khaled,Hofstetter,7/2/1954,7/18/1985
Nimmagadda,Cappelletti,7/9/1952,9/24/1986
Fumitaka,Rothenberg,12/4/1954,10/24/1985
Atreye,Emmerich,4/30/1954,7/7/1986
Vugranam,Baja,12/19/1953,11/12/1986
Pascal,Kushnir,12/29/1954,11/4/1988
Zengping,Deville,10/24/1955,5/3/1988
Chirstian,Magalhaes,8/19/1954,1/5/1987
Xiaocheng,Kulisch,4/5/1954,10/4/1985
Marc,Gornas,6/13/1954,3/23/1987
Martial,Fontet,7/3/1953,3/1/1985
Zine,VanScheik,6/2/1954,6/4/1987
Huei,Leaver,7/23/1955,10/3/1985
Lihong,Porotnikoff,11/16/1952,6/29/1988
Erzsebet,Androutsos,5/3/1955,3/3/1988
Mack,Quadeer,9/17/1952,2/5/1988
Halsur,Legleitner,4/8/1955,2/21/1988
Matk,Chiodo,2/26/1955,8/25/1988
Khosrow,Mundy,5/17/1952,8/3/1985
Sanjay,Griswold,2/17/1953,1/16/1987
Paloma,Baer,11/1/1953,3/6/1986
Mohammad,Yoshimura,4/6/1954,8/1/1986
Owen,Motley,9/15/1953,9/25/1987
JoAnne,Talmon,11/22/1953,10/16/1985
Katsuo,Basagni,3/22/1955,6/20/1988
Tristan,Petereit,6/5/1954,1/22/1988
Tomokazu,Llado,4/2/1955,5/18/1986
Abdelghani,Shackel,6/16/1955,9/23/1985
Arnould,Showalter,8/18/1955,8/30/1986
Paloma,Munck,4/10/1954,12/5/1987
Sudharsan,Chachaty,11/16/1952,9/10/1986
Jiong,Blokdijk,4/13/1954,10/22/1988
Charmane,Zaiane,11/27/1954,5/22/1987
Franziska,Conde,1/10/1955,11/25/1987
Morris,Peyn,12/30/1952,7/8/1985
Goetz,Pulkowski,10/17/1953,12/17/1986
Girolamo,Coombs,12/29/1953,8/18/1988
Peer,Zolotykh,9/30/1952,8/17/1986
Constantine,DuBourdieux,7/3/1955,2/17/1986
Ortrud,Paciorek,7/13/1954,5/31/1985
Hideo,Kakkad,6/25/1953,9/21/1988
Udo,Velardi,9/12/1954,8/15/1985
Sukumar,Rajcani,11/7/1954,7/3/1985
Edwin,Navazio,8/1/1953,2/12/1988
Kazuhira,Angot,4/30/1955,1/10/1986
Kazuhiko,Lanteri,8/25/1953,2/10/1987
Aksel,Thummel,8/7/1954,4/19/1987
Xinan,Klyachko,2/15/1952,9/6/1986
Yoshinari,Rettelbach,5/9/1952,8/29/1987
Djenana,Felder,11/20/1952,6/27/1986
Fumitaka,Uchoa,9/25/1954,4/23/1987
Lein,Picel,8/18/1953,9/7/1987
Mayuko,Gimbel,11/7/1954,6/16/1988
Guiseppe,Lagarias,6/25/1952,5/30/1987
Mayumi,Basawa,9/13/1952,7/9/1988
Christoper,Marzano,1/26/1954,12/26/1985
Barton,Emmerich,8/9/1954,7/30/1987
KayLiang,Siksek,9/13/1954,4/19/1988
Jeong,Gaughan,6/20/1953,12/13/1988
Mircea,Frolund,7/1/1954,5/18/1986
Ugo,Fontan,11/14/1954,1/2/1988
Toong,Piazza,11/25/1954,2/28/1986
Yahiko,Panwar,3/17/1953,9/23/1987
Pascal,Borovoy,4/14/1952,10/15/1988
Zsolt,Biros,10/3/1952,2/19/1985
Tzu,Hmelo,8/26/1953,2/19/1987
Eberhardt,Halevi,3/2/1955,6/1/1986
Xiaoshan,Poupard,6/2/1953,1/25/1988
Amalendu,Heiserman,3/14/1953,7/18/1985
Cheong,Nations,7/26/1955,10/21/1985
Alagu,Ramsak,3/23/1955,4/3/1985
Arup,Reeken,10/4/1955,10/11/1986
Kristine,Marrevee,10/8/1955,5/4/1988
Fen,Birsak,3/9/1954,7/24/1987
Nathalie,Toyoshima,3/17/1953,2/28/1987
Jeanna,Jullig,6/2/1955,9/1/1988
Holgard,Rajaraman,7/14/1953,1/30/1987
Rasiah,Whittlesey,6/16/1953,11/12/1987
Fabrizio,Denti,9/20/1955,10/18/1988
Alois,Denis,11/24/1954,7/24/1985
Barry,Zykh,3/8/1953,11/29/1986
Chinhyun,Lorho,5/5/1955,3/22/1986
Lucian,Crelier,9/10/1954,10/27/1987
Takushi,Cairo,6/18/1954,10/30/1988
Kasidit,Servieres,12/1/1955,11/21/1985
Fumiya,Morrin,3/9/1952,1/3/1987
Kellyn,Merel,12/10/1954,1/23/1987
Satoru,Schiper,5/31/1954,2/1/1987
Yucel,Ranft,7/7/1954,2/4/1985
Masasuke,Lichtner,1/5/1954,9/22/1988
Phule,Gien,1/30/1954,9/28/1985
Leszek,Kolvik,7/31/1953,3/30/1985
Susanta,Prenel,2/19/1955,5/28/1986
Eberhardt,Birke,10/30/1953,8/29/1988
Gino,Glowinski,2/5/1953,10/10/1988
Susuma,Wroclawski,11/20/1952,2/14/1987
Lena,Papastamatiou,4/18/1954,2/19/1986
Georg,Bail,8/1/1952,4/5/1988
Shin,Gewali,1/9/1953,5/15/1987
Patricio,Christianini,8/22/1953,5/5/1987
Raimond,Radivojevic,10/19/1955,7/6/1987
Becky,Muniz,4/30/1954,12/26/1985
Clyde,McClure,2/16/1954,1/21/1986
Oscar,Toyoshima,6/13/1955,7/2/1985
Sachar,Kugler,10/14/1952,8/27/1985
Debatosh,Sgarro,2/5/1952,5/6/1986
George,Nannarelli,6/10/1954,7/31/1985
Georgi,Narahari,3/18/1954,7/23/1985
Cathie,Munck,4/27/1953,10/31/1987
Jianhao,Portugali,3/3/1953,6/23/1988
Kiyokazu,Schapiro,12/25/1952,9/7/1986
Hitomi,Solovay,3/1/1953,1/26/1988
Kensei,Kohling,11/9/1952,6/16/1987
Leah,Baby,11/10/1954,8/31/1987
Padma,Peroz,9/18/1955,2/10/1985
Fumiya,Wegerle,9/16/1954,6/5/1985
Hilary,Chinin,7/20/1953,10/23/1987
Gor,Gadepally,5/20/1953,1/7/1986
Sedat,Hiltgen,4/5/1955,5/14/1985
Oscar,Katzenelson,6/30/1952,10/2/1985
Chuanti,Marrevee,8/23/1953,6/28/1988
Mabry,Schwabacher,12/15/1952,7/11/1985
Herb,Slutz,6/8/1953,4/19/1988
Kwangjo,Guardalben,9/2/1954,12/18/1988
Georgi,Silva,12/9/1953,11/29/1988
Sangeeta,Sundgren,1/18/1955,3/21/1988
Kazuhiko,Serre,1/5/1955,2/14/1988
Abdelghani,Ibel,10/23/1953,3/3/1987
Uri,Sanella,4/29/1955,5/2/1985
Stafford,Murtafg,3/19/1955,5/7/1985
Arnd,Kading,1/17/1954,9/6/1985
Mohammad,Hedayat,8/20/1953,10/9/1985
Zeljko,Rijsenbrij,4/4/1953,1/26/1988
Kazuhiko,Gadepally,6/18/1953,11/15/1988
Poornachandra,Valtorta,3/18/1952,11/22/1986
Debatosh,Tramer,9/24/1954,6/1/1987
Berto,Raczkowsky,12/10/1953,6/28/1987
Monique,Schaft,11/5/1954,11/1/1988
Rosalie,Terkki,2/17/1954,4/5/1987
Teunis,Bala,3/28/1955,8/27/1988
Barry,Kusakari,9/8/1953,2/19/1987
Franziska,Passafiume,7/15/1954,11/24/1987
Shimshon,Conti,5/23/1955,4/13/1985
Siamak,Keirsey,3/24/1953,12/21/1988
Xinglin,Pintelas,10/27/1955,10/3/1985
Jagoda,Molberg,12/6/1952,1/2/1987
Trygve,Lienhardt,4/7/1954,5/16/1987
Susanta,Gischer,6/17/1953,9/13/1985
Torsten,Kawashima,4/11/1952,4/28/1988
Maya,Rosenbaum,12/13/1954,8/23/1985
Heon,Panangaden,5/20/1952,7/29/1986
Larisa,Krohm,6/23/1952,5/8/1986
Ekawit,DasSarma,8/21/1955,11/7/1987
Utpal,Shackel,11/19/1955,5/16/1985
Theron,Syrzycki,10/4/1954,7/29/1985
Kannan,Merel,10/5/1955,10/2/1986
Masanao,Pappas,2/22/1954,7/19/1988
Bernt,Ariola,2/25/1953,7/15/1988
Reinhard,Aumann,2/22/1952,4/14/1987
Leucio,Zucker,12/9/1954,5/28/1986
Chuanti,Vidal,12/6/1954,6/10/1987
Arun,Shackell,10/1/1954,2/7/1986
Samphel,Uehara,11/1/1953,9/29/1986
Patricio,Renear,6/4/1953,6/1/1985
DAIDA,Montresor,10/27/1953,7/25/1988
Saniya,Tomescu,3/31/1953,2/11/1985
Tran,Nergos,4/8/1955,9/14/1985
Leni,Piazza,6/19/1952,2/22/1986
Xinglin,Nollmann,1/10/1953,5/13/1985
JoAnna,Cappello,4/22/1953,10/24/1986
Sivanarayana,Baig,10/22/1954,7/5/1985
Chrisa,Walston,6/5/1954,6/9/1987
Aran,Lundstrom,12/24/1952,11/9/1985
Mohd,Ventosa,7/23/1955,12/20/1988
Amalendu,Garnham,9/19/1953,12/22/1988
Mahmut,Kohling,1/20/1955,11/16/1986
Pranay,Sewelson,10/17/1954,1/5/1988
Patricio,Soicher,10/17/1954,10/30/1988
Katsuo,Attimonelli,4/12/1953,11/9/1988
Atreyi,Tsukune,1/12/1955,11/22/1987
Zhenbing,Delgrande,2/19/1953,9/9/1988
Vidya,Basagni,3/17/1954,10/19/1986
Bojan,Kermarrec,10/5/1952,10/11/1986
Ibibia,Melton,2/29/1952,3/22/1985
Mantis,Atchley,6/23/1954,6/2/1987
Constantino,Hoppenstand,12/12/1953,7/10/1987
Giri,Dulin,3/15/1954,5/25/1987
Ingmar,Sewelson,8/16/1953,4/23/1987
Jasminko,Merkl,9/29/1955,12/19/1988
Guangming,Asser,4/3/1953,5/30/1987
Hausi,Callaway,10/20/1954,8/30/1988
Moss,Trumbly,6/29/1955,10/16/1987
Ingmar,Jansen,6/24/1954,7/29/1985
Arvin,Condotta,12/18/1955,7/30/1987
Tomofumi,Sgarro,11/20/1954,5/16/1985
Berto,Valiente,4/24/1955,10/16/1987
Saniya,Itzfeldt,3/17/1953,12/6/1986
Huiqun,Butner,3/15/1952,2/2/1987
Leszek,Pusterhofer,5/12/1955,5/17/1986
Kristian,Kampfer,12/4/1954,8/24/1988
Alois,Matzov,7/4/1954,4/27/1988
Zine,Walstra,1/7/1955,12/16/1986
Tse,Berendt,8/16/1955,2/21/1988
Qiwen,Braunschweig,2/1/1953,2/10/1987
Fai,Zwicker,1/11/1954,9/1/1986
Yifei,Whittlesey,3/16/1955,12/12/1986
Sajjan,Angelopoulos,3/15/1952,2/11/1985
Falguni,Rusmann,7/31/1952,10/16/1985
Shuho,Zumaque,12/1/1955,1/30/1987
Xuedong,Skogmar,11/7/1952,2/2/1988
Zsolt,Vernadat,4/29/1954,2/16/1986
Wanqing,Kalorkoti,11/5/1953,5/27/1987
Sergi,Cannane,5/2/1955,9/1/1988
Nobuyoshi,Hoppenstand,9/4/1954,6/16/1985
Yucai,Jullig,9/13/1952,11/17/1988
Xiaoshan,Waschkowski,7/24/1954,4/9/1986
Zito,Templeman,5/1/1953,9/20/1987
Georg,Setia,4/7/1953,5/26/1985
Ishfaq,Qiwen,5/20/1955,4/22/1986
Waiman,Birjandi,4/27/1955,2/23/1985
Weicheng,Kaminger,5/17/1952,3/19/1985
Toong,Lamba,6/5/1952,7/6/1987
Kristine,Wilfing,10/17/1953,4/13/1988
Toshimori,Standera,11/3/1954,6/10/1986
Zhonghui,Kornatzky,9/30/1952,6/29/1985
Kien,Quaggetto,3/9/1955,5/22/1987
Lorien,Iisaka,8/4/1954,5/8/1988
Bernt,Beeson,10/14/1955,7/3/1985
Itzchak,Ramsay,10/2/1952,8/1/1985
Barton,Gerteisen,11/5/1955,12/22/1987
Adhemar,Kamble,9/6/1954,9/3/1985
Urs,Ruemmler,5/9/1952,1/29/1988
Uma,Figueira,2/6/1955,9/25/1988
Snehasis,Krychniak,12/25/1954,10/31/1988
Oddvar,Mandelberg,7/8/1952,6/5/1986
Serge,Gerteisen,8/21/1953,3/25/1985
Mayumi,Lamma,3/1/1954,10/21/1986
Yishai,Furedi,4/15/1954,5/20/1988
